OverallQual,GrLivArea,YearBuilt,YearRemodAdd,TotalBsmtSF,GarageCars,FullBath,LotArea,Neighborhood,HouseStyle,ExterQual,KitchenQual,CentralAir,GarageType,SalePrice
7,1725,1979,1979,539,2,2,11584,NWAmes,SLvl,TA,TA,Y,Attchd,197000
6,2555,1922,1994,588,2,2,11526,Crawfor,2.5Fin,TA,TA,Y,Detchd,191000
6,848,2004,2004,848,2,1,4426,CollgCr,1Story,Gd,Gd,Y,Attchd,149300
10,2007,2008,2008,1017,3,2,11003,Somerst,2Story,Ex,Ex,Y,Attchd,310000
6,952,1916,1950,952,1,1,8854,BrkSide,1.5Unf,TA,Fa,N,Detchd,121000
7,1422,2004,2004,1422,2,2,8500,CollgCr,1Story,Gd,Gd,Y,Attchd,179600
6,913,1966,1966,814,1,1,8400,Sawyer,SFoyer,TA,TA,Y,Detchd,129000
5,1188,1962,1962,1188,1,1,26142,Mitchel,1Story,TA,TA,Y,Attchd,157900
8,2090,1995,1996,1220,2,2,10000,CollgCr,2Story,Gd,Gd,Y,Attchd,240000
4,1346,1910,2000,560,1,1,11767,Edwards,2Story,TA,TA,N,Detchd,112000
5,630,1970,1970,630,0,1,1533,MeadowV,SFoyer,TA,Ex,Y,,92000
5,1792,1974,1974,896,0,2,9000,NAmes,2Story,TA,TA,Y,,136000
8,1578,2008,2009,1573,3,2,9262,Somerst,1Story,Gd,Ex,Y,Attchd,287090
5,1072,2005,2005,547,2,1,3675,Edwards,SLvl,TA,TA,Y,Basment,145000
5,1140,2006,2006,1140,0,1,17217,Mitchel,1Story,TA,TA,Y,,84500
7,1221,2004,2005,1221,2,2,7500,Somerst,1Story,Gd,Gd,Y,Attchd,185000
6,1647,1999,2000,953,2,2,7917,Gilbert,2Story,TA,TA,Y,Attchd,175000
6,2073,1978,1988,1542,2,2,13175,NWAmes,1Story,TA,TA,Y,Attchd,210000
7,2340,1941,2006,1152,1,2,9042,Crawfor,2Story,Ex,Gd,Y,Attchd,266500
5,1078,1950,1996,1078,1,1,9717,NAmes,1Story,TA,Gd,Y,Attchd,142125
5,1256,1965,1965,1256,1,1,9937,Edwards,1Story,Gd,TA,Y,Attchd,147500
